"PERMIT_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"BP2022-0994","2022-10-20 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(10/20/2022 2:02:31 PM AY) Action Created(10/20/2022 2:02 PM AY) FSA fees not applicable, per Scott.  See attached email.","","AY:2210200202315527","","0","00000000B266B056","2993074260","","0"
"BP2022-1014","2022-10-25 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(10/25/2022 1:52:53 PM AY) Action Created(10/25/2022 1:52 PM AY) Most permit / review fees were collected on Permit BP2022-1000, as the two greenhouses orig. came in under that permit. Permit fee and plan review fees were collected on BP2022-1000, as the construction valuation for both greenhouses were $531,050.","","AY:2210250152528976","2022-10-25 00:00:00","0","00000000B29D3150","2996645965","","0"
"BP2022-1006","2022-10-20 00:00:00","GENERAL NOTE","ANGELICA YEPEZ","(10/21/2022 9:21 AM AY)Waiting to obtain confirmation if solar going on mh or garage.","","AY:2211011001425500","","0","00000000B2F0F9F0","3002137034","","0"
"BP2022-1058","2022-11-08 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(11/8/2022 12:27:36 PM AY) Action Created(11/8/2022 12:27 PM AY) Unpaid receipt # 94524, check #105003307 because the amounts entered / paid were incorrect.","","AY:2211081227361976","2022-11-08 00:00:00","0","00000000B349A5EB","3007947461","","0"
"BP2022-0202","2022-12-06 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(12/6/2022 3:12:24 PM AY) Action Created(12/6/2022 3:12 PM AY) Revision fee collected on BP2022-0881.","","AY:2212060312237440","","0","00000000B4A48A99","3030682263","","0"
"BP2022-1138","2022-12-20 00:00:00","CANCELLED PERMIT","ANGELICA YEPEZ","(12/20/2022 2:08:28 PM AY) Action Created(12/20/2022 2:08 PM AY) Cancellation / refund request submitted.  Chris approved attached cancellation  but currently pending refund approval.(12/20/2022 2:51 PM AY)Received approval for refund request from Scott.  Emailed accounting staff the refund request / placed hard copy in Kaanan's inbox.","","AY:2212200208272375","","0","00000000B55CD10F","3042557366","","0"
"BP2022-1221","2022-12-23 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(12/23/2022 10:43:39 AM AY) Action Created(12/23/2022 10:43 AM AY) Construction valuation was revised using the BVD table for Aug. 2022.","","AY:2212231043396150","","0","00000000B599A616","3046745620","","0"
"FE2011-0072","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:08:10 PM BC) Action Created(4/20/2011 4:09 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200408093318","","0","0000000001089482","17336941","",""
"FE2011-0073","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:09:13 PM BC) Action Created(4/20/2011 4:09 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200409133337","","0","00000000010894A9","17339547","",""
"FE2011-0074","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:09:33 PM BC) Action Created(4/20/2011 4:09 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200409333342","","0","00000000010894CB","17339585","",""
"FE2011-0075","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:09:48 PM BC) Action Created(4/20/2011 4:09 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200409473343","","0","00000000010894F0","17339614","",""
"FE2011-0076","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:10:13 PM BC) Action Created(4/20/2011 4:10 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200410123344","","0","0000000001089514","17339660","",""
"FE2011-0077","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:10:26 PM BC) Action Created(4/20/2011 4:10 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200410253345","","0","0000000001089534","17339691","",""
"FE2011-0078","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:10:39 PM BC) Action Created(4/20/2011 4:10 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200410393347","","0","0000000001089947","17340735","",""
"FE2011-0079","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:10:53 PM BC) Action Created(4/20/2011 4:10 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200410533351","","0","000000000108996F","17340770","",""
"FE2011-0080","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:11:07 PM BC) Action Created(4/20/2011 4:11 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200411073352","","0","000000000108998C","17340806","",""
"FE2011-0081","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:11:17 PM BC) Action Created(4/20/2011 4:11 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200411173353","","0","00000000010899A9","17340835","",""
"FE2011-0082","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:11:27 PM BC) Action Created(4/20/2011 4:11 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200411273355","","0","00000000010899C7","17340865","",""
"FE2011-0083","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:11:40 PM BC) Action Created(4/20/2011 4:11 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200411403356","","0","000000000108A1BA","17342900","",""
"FE2011-0084","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:11:54 PM BC) Action Created(4/20/2011 4:11 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200411533357","","0","000000000108A1DC","17342929","",""
"FE2011-0085","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:12:06 PM BC) Action Created(4/20/2011 4:12 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200412053361","","0","000000000108A1F9","17342963","",""
"FE2011-0086","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:12:16 PM BC) Action Created(4/20/2011 4:12 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200412163364","","0","000000000108A219","17342991","",""
"FE2011-0087","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:12:29 PM BC) Action Created(4/20/2011 4:12 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200412293367","","0","000000000108A236","17343024","",""
"FE2011-0088","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:12:38 PM BC) Action Created(4/20/2011 4:12 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200412383370","","0","000000000108A253","17343051","",""
"FE2011-0090","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:13:02 PM BC) Action Created(4/20/2011 4:13 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200413013376","","0","000000000108A28F","17343111","",""
"FE2011-0091","2011-04-20 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/20/2011 4:13:16 PM BC) Action Created(4/20/2011 4:13 PM BC)Original receipt 64586 was unpaid due to wrong payment type selected - VISA/MC instead of check","","BC:1104200413163379","","0","000000000108A2B4","17343144","",""
"FE2013-0136","2013-04-23 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(4/23/2013 9:31:26 AM BC) Action Created(4/23/2013 9:31 AM BC) Deduct $0.01 from admin fee on rounding calculation from the city of West Sacramento","","BC:1304230931263029","","0","000000000B7B3750","192624462","","0"
"FE2018-0559","2019-03-21 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(3/21/2019 11:39:10 AM BC) Action Created(3/21/2019 11:39 AM BC) (3/21/2019 11:37 AM BC)THE CORRECT ADDRESS FOR THIS FSA SHOULD BE 3160 FRENCH AVE. APN NUMBER IS CORRECT.","","BC:1903211139100121","","0","0000000075605B12","1969249040","","0"
"BP2016-0976","2017-11-06 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(11/6/2017 2:07:47 PM CR) Action Created(11/6/2017 2:07 PM CR) #35588","","CR:1711060207481707","","0","000000005A5CAC02","1502853817","","0"
"BP2016-0975","2017-11-06 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(11/6/2017 2:08:53 PM CR) Action Created(11/6/2017 2:08 PM CR) #35588","","CR:1711060208531714","","0","000000005993BB25","1502853923","","0"
"BP2016-0793","2018-04-17 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(4/17/2018 1:07:30 PM CR) Action Created(4/17/2018 1:07 PM CR)  Tag # 35482","","CR:1804170107303002","","0","0000000061270285","1629946497","","0"
"BP2018-0486","2019-02-19 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(2/19/2019 1:29:15 PM CR) Action Created(2/19/2019 1:29 PM CR) Tag # 35142","","CR:1902190129157731","","0","0000000073B95BB6","1941527476","","0"
"BP2019-0219","2019-04-25 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(4/25/2019 3:30:07 PM CR) Action Created(4/25/2019 3:30 PM CR) Tag # 35052","","CR:1904250330073325","","0","00000000771C1301","1998328574","","0"
"BP2019-0356","2019-09-18 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/18/2019 3:14:40 PM CR) Action Created(9/18/2019 3:14 PM CR) Tag # 35120","","CR:1909180314403834","","0","000000007EDCB0DB","2128392409","","0"
"BP2019-0671","2019-09-26 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/26/2019 2:04:55 PM CR) Action Created(9/26/2019 2:04 PM CR) Tag # 36006","","CR:1909260204559339","","0","000000007F370B21","2134313759","","0"
"BP2014-0107","2019-12-18 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(12/18/2019 2:52:41 PM CR) Action Created(12/18/2019 2:52 PM CR) TAG # 36049","","CR:1912180252418761","","0","0000000083312552","2201036112","","0"
"BP2019-0671","2020-08-24 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(8/24/2020 1:43:20 PM CR) Action Created(8/24/2020 1:43 PM CR) Tag # 36184","","CR:2008240143206755","","0","000000008C1F47B0","2350860206","","0"
"BP2019-0671","2020-09-30 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/30/2020 12:56:21 PM CR) Action Created(9/30/2020 12:56 PM CR) TAG # 36192","","CR:2009301256222752","","0","000000008DC28440","2378335294","","0"
"BP2020-0183","2020-10-16 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(10/16/2020 3:46:20 PM CR) Action Created(10/16/2020 3:46 PM CR) Tag #36201","","CR:2010160346209992","","0","000000008E8CC909","2391591175","","0"
"BP2018-0480","2021-01-19 00:00:00","PG&E GAS RELEASE","PGE RELEASE","(1/19/2021 1:58:08 PM CR) Action Created(1/19/2021 1:58 PM CR) Tag # 73169","","CR:2101190158095714","","0","00000000922CD445","2452411459","","0"
"BP2019-0384","2021-03-19 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(3/19/2021 12:55:30 PM CR) Action Created(3/19/2021 12:55 PM CR) Tag # 36275","","CR:2103191255306705","","0","0000000094EFC0EA","2498740456","","0"
"BP2019-0384","2021-03-22 00:00:00","PG&E GAS RELEASE","PGE RELEASE","(3/22/2021 3:22:28 PM CR) Action Created(3/22/2021 3:22 PM CR) Tag # 73175","","CR:2103220322288289","","0","0000000095013DE8","2499886566","","0"
"BP2019-0671","2021-04-02 00:00:00","PG&E GAS RELEASE","PGE RELEASE","(4/2/2021 12:30:16 PM CR) Action Created(4/2/2021 12:30 PM CR) Tag # 73177","","CR:2104021230168688","","0","0000000095831299","2508395159","","0"
"BP2018-0480","2021-04-07 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(4/7/2021 3:00:34 PM CR) Action Created(4/7/2021 3:00 PM CR) Tag # 35707","","CR:2104070300342994","","0","0000000095B74D7C","2511818106","","0"
"BP2020-0121","2021-05-12 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(5/12/2021 12:08:12 PM CR) Action Created(5/12/2021 12:08 PM CR) Tag # 36324","","CR:2105121208129843","","0","0000000096FF015D","2533294423","","0"
"EBP2021-0033","2021-07-14 00:00:00","GENERAL NOTE","PGE RELEASE","(7/14/2021 12:33:30 PM CR) Action Created(7/14/2021 12:33 PM CR) 1.This permit has been revolked due to ongoing code case with unpermitted dwelling in a shop.2. I have locked the parcel.","","CR:2107141233295094","","0","0000000099F5990D","2583008267","","0"
"BP2019-1273","2021-08-11 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(8/11/2021 12:48:37 PM CR) Action Created(8/11/2021 12:48 PM CR) Tag # 36350","","CR:2108111248370260","","0","000000009B8A4407","2609529861","","0"
"BP2016-0536","2021-09-07 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/7/2021 10:55:19 AM CR) Action Created(9/7/2021 10:55 AM CR) Tag # 36358","","CR:2109071055180356","","0","000000009D1A1228","2635731494","","0"
"BP2016-0536","2021-09-07 00:00:00","PG&E GAS RELEASE","PGE RELEASE","(9/7/2021 10:55:34 AM CR) Action Created(9/7/2021 10:55 AM CR) Tag # 73180","","CR:2109071055330357","","0","000000009D1A124D","2635731529","","0"
"BP2018-0516","2021-09-08 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/8/2021 11:59:46 AM CR) Action Created(9/8/2021 11:59 AM CR) Tag # 36359","","CR:2109081159462783","","0","000000009D33CD79","2637417847","","0"
"BP2020-0121","2021-09-30 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(9/30/2021 1:21:49 PM CR) Action Created(9/30/2021 1:21 PM CR) Tag # 36324 re-release with same tag number.","","CR:2109300121487883","","0","000000009E516124","2656133410","","0"
"BP2019-1002","2021-12-07 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(12/7/2021 1:25:41 PM CR) Action Created(12/7/2021 1:25 PM CR) Tag # 36373","","CR:2112070125416424","","0","00000000A1225143","2703380763","","0"
"BP2021-0416","2021-12-08 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(12/8/2021 12:46:12 PM CR) Action Created(12/8/2021 12:46 PM CR) TAG # 35487","","CR:2112081246127566","","0","00000000A12ED647","2704201285","","0"
"BP2020-0257","2021-12-13 00:00:00","PG&E ELECTRIC METER RELEASE","PGE RELEASE","(12/13/2021 10:39:41 AM CR) Action Created(12/13/2021 10:39 AM CR) TAG # 35492","","CR:2112131039400149","","0","00000000A1624270","2707571310","","0"
"BP2021-0976","2021-12-21 00:00:00","GENERAL NOTE","CHRIS RICE","(12/21/2021 11:47:07 AM CR) Action Created(12/21/2021 11:47 AM CR) 1. Spoke with Chris Turkovich about re submitting new complete plans for each individual structure/permit.","","CR:2112211147075031","","0","00000000A1D0598C","2714786186","","0"
"BP2021-0975","2021-12-21 00:00:00","GENERAL NOTE","CHRIS RICE","(12/21/2021 11:47:19 AM CR) Action Created(12/21/2021 11:47 AM CR) 1. Spoke with Chris Turkovich about re submitting new complete plans for each individual structure/permit.","","CR:2112211147195032","","0","00000000A1D059A7","2714786213","","0"
"BP2021-0974","2021-12-21 00:00:00","GENERAL NOTE","CHRIS RICE","(12/21/2021 11:47:38 AM CR) Action Created(12/21/2021 11:47 AM CR) 1. Spoke with Chris Turkovich about re submitting new complete plans for each individual structure/permit.","","CR:2112211147385033","","0","00000000A1D059CE","2714786252","","0"
"BP2021-1046","2022-02-02 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(2/2/2022 12:23:26 PM CR) Action Created(2/2/2022 12:23 PM CR) TAG # 36389","","CR:2202021223260471","","0","00000000A42D8331","2754446127","","0"
"BP2021-0677","2022-02-08 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(2/8/2022 1:27:29 PM CR) Action Created(2/8/2022 1:27 PM CR) Tag # 36394","","CR:2202080127295961","","0","00000000A5030BE4","2768440290","","0"
"BP2022-0141","2022-02-24 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(2/24/2022 12:26:52 PM CR) Action Created(2/24/2022 12:26 PM CR) Tag # 36421","","CR:2202241226515604","","0","00000000A5D5D659","2782254661","","0"
"BP2021-1042","2022-03-08 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(3/8/2022 2:11:35 PM CR) Action Created(3/8/2022 2:11 PM CR) Tag # 36452","","CR:2203080211340720","","0","00000000A67422B9","2792628919","","0"
"BP2022-0290","2022-03-21 00:00:00","PG&E ELECTRIC METER RELEASE","CHRIS RICE","(3/21/2022 12:58:45 PM CR) Action Created(3/21/2022 12:58 PM CR) TAG # 36414","","CR:2203211258447263","","0","00000000A7138389","2803073927","","0"
