busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12493,Legacy Record,CONTRACTOR,CONSTRUCTION,GUNBY CONSTRUCTION,SOLE PROPRIETOR,,GUNBY CONSTRUCTION,JOHN GUNDBY,,,,,,,,821772,,Yes,821772,B,2/28/2018,,,,,,,,,138.8,138.8,0,gunbyconstruction1@gmail.com,216,WILLIAMS STREET,,WOODLAND,CA,95695,216 WILLIAMS STREET,WOODLAND CA 95695,,,216 WILLIAMS STREET,WOODLAND,CA,95695,Yes,216 WILLIAMS STREET,WOODLAND,CA,95695,530-681-1284,000000009B0F410E,1325118765,,JGM:1704210819195886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12495,Legacy Record,CONTRACTOR,CONSTRUCTION,RAUH AND DAUGHTERS,SOLE PROPRIETOR,,RAUH AND DAUGHTERS,RAUH AND DAUGHTERS,,,,,,,,839931,,Yes,839931,B,6/30/2018,,,,,,,,,138.8,138.8,0,krauh2@sbcglobal.net,7711,WINDBRIDGE DR.,,SACRAMENTO,CA,95837,7711 WINDBRIDGE DR.,SACRAMENTO CA 95837,,,7711 WINDBRIDGE DR.,SACRAMENTO,CA,95837,Yes,7711 WINDBRIDGE DR.,SACRAMENTO,CA,95837,916-712-2389,000000009B0F41C2,1325367131,,JGM:1704211144536381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12503,Legacy Record,CONTRACTOR,ROOFING,ALL STAR ROOF SERVICES,SOLE PROPRIETOR,,ALL STAR ROOF SERVICES,DAVID SCHRADER,2,,,,,,,373576,,Yes,373576,C-39,10/31/2017,,,,,,,,,138.8,138.8,0,dlschrader51@yahoo.com,8520,KIEFER BLVD,,Sacramento,CA,95826,8520 KIEFER BLVD,Sacramento CA 95826,,,8520 KIEFER BLVD,Sacramento,CA,95826,Yes,8520 KIEFER BLVD,Sacramento,CA,95826,916-224-1874,000000009B0F4350,1332773736,,JGM:1705011138062687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12505,Legacy Record,CONTRACTOR,PLUMBING,RAMOS PLUMBING SHEETMETAL HEAT & AIR,SOLE PROPRIETOR,,RAMOS PLUMBING SHEETINGMETAL HEAT & AIR,JOHN RAMOS,1,,,,,,,953978,,Yes,953978,"C20, C36, C43",10/31/2018,,,,,,,,,138.8,138.8,0,airtinjr66@yahoo.com,PO BOX,756,,Winters,CA,95694,PO BOX 756,Winters CA 95694,,,PO BOX 756,Winters,CA,95694,Yes,PO BOX 756,Winters,CA,95694,530-662-9292,000000009B0F43EC,1336870330,,JGM:1705051154216236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513,Legacy Record,CONTRACTOR,HVAC,AIRE SERV OF SACRAMENTO,SOLE PROPRIETOR,,AIRE SERV OF SACRAMENTO,BRIAN COLLARD,,,,,,,,847081,,Yes,847081,C20,9/30/2018,,,,,,,,,138.8,138.8,0,brian@myaireserv916.com,1026,FLORIN ROAD #360,,SACRAMENTO,CA,95831,1026 FLORIN ROAD #360,SACRAMENTO CA 95831,,,1026 FLORIN ROAD #360,SACRAMENTO,CA,95831,Yes,1026 FLORIN ROAD #360,SACRAMENTO,CA,95831,916-214-6845,000000009B0F4598,1344883556,,JGM:1705150257353069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514,Legacy Record,CONTRACTOR,COMMERCIAL,"ACCURATE CORROSION CONTROL,INC",PARTNERSHIP,,"ACCURATE CORROSION CONTRAOL, INC",PAUL SEDLET,,,,,,,,654613,,Yes,654613,A,9/30/2018,,,,,,,,,138.8,138.8,0,paul@accuratecorrosion.com,7310,N  0108 TH AVENUE,,GLENDALE,CA,85307,7310 N 0108 TH AVENUE,GLENDALE CA 85307,,,7310 N 0108 TH AVENUE,GLENDALE,CA,85307,Yes,7310 N 0108 TH AVENUE,GLENDALE,CA,85307,623-487-7800,000000009B0F45DE,1351096760,,JGM:1705230753239885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12525,Legacy Record,CONTRACTOR,CONSTRUCTION,SURELINE CONSTRUCTION,CORPORATION,,SURELINE CONSTRUCTION,JOSEPH BEREGOVOY,5,,,,,,,1014369,,Yes,1014369,C C-13,12/31/2018,,,,,,,,,138.8,138.8,0,joseph@surlineconst.com,20500,OLD RIVER ROAD,,West Sacramento,CA,95691,20500 OLD RIVER ROAD,West Sacramento CA 95691,,,20500 OLD RIVER ROAD,West Sacramento,CA,95691,Yes,20500 OLD RIVER ROAD,West Sacramento,CA,95691,916-704-0594,000000009B0F47C6,1366240692,,JGM:1706120135015556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12541,Legacy Record,CONTRACTOR,ELECTRICAL,RETTER ELECTRIC,SOLE PROPRIETOR,,RETTER ELECTRIC,MARTIN BUSH,,,,,,,,847835,,Yes,847835,C 10,10/31/2017,,,,,,,,,138.8,138.8,0,retterelectric@gmail.com,1406,TYLER DRIVE,,Woodland,CA,95776,1406 TYLER DRIVE,Woodland CA 95776,,,1406 TYLER DRIVE,Woodland,CA,95776,Yes,1406 TYLER DRIVE,Woodland,CA,95776,415-310-7841,000000009B108F28,1390330736,,JGM:1707100947013207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12544,Legacy Record,CONTRACTOR,ROOFING,THE ROOFING CO.,SOLE PROPRIETOR,,THE ROOFING CO.,ANDREW GERMAN,,,,,,,,647568,,Yes,647568,C-39,6/30/2018,,,,,,,,,138.8,138.8,0,theroofingcompany916@gmail.com,6001,HOFFMAN LANE,,"Fair Oaks,",CA,95628,6001 HOFFMAN LANE,"Fair Oaks, CA 95628",,,6001 HOFFMAN LANE,"Fair Oaks,",CA,95628,Yes,6001 HOFFMAN LANE,"Fair Oaks,",CA,95628,916-721-3935,000000009B10A7E0,1392768889,,JGM:1707120150425663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12545,Legacy Record,CONTRACTOR,ROOFING,WEATHER GUARD,SOLE PROPRIETOR,,WEATHER GUARD,ALAN WASHBURN,1,,,,,,,768010,,Yes,768010,C-39,8/31/2017,,,,,,,,,138.8,138.8,0,weatherguardroofing99@yahoo.com,6304,PROSPECT MOUNTAIN WAY,,"Rocklin,",CA,95765,6304 PROSPECT MOUNTAIN WAY,"Rocklin, CA 95765",,,6304 PROSPECT MOUNTAIN WAY,"Rocklin,",CA,95765,Yes,6304 PROSPECT MOUNTAIN WAY,"Rocklin,",CA,95765,916-416-2978,000000009B10A81D,1393483139,,JGM:1707131139366287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12568,Legacy Record,CONTRACTOR,ROOFING,JAY LEE TULLER,SOLE PROPRIETOR,,JAY LEE TULLER,JAY LEE TULLER,,,,,,,,1021662,,Yes,1021662,B,12/31/2018,,,,,,,,,138.8,138.8,0,norcalpermits@gmail.com,5479,WEST FEDORA,,FRESNO,CA,93722,5479 WEST FEDORA,FRESNO CA 93722,,,5479 WEST FEDORA,FRESNO,CA,93722,Yes,5479 WEST FEDORA,FRESNO,CA,93722,559-801-9696,000000009B10C1DE,1427441672,,JGM:1708211030188283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12578,Legacy Record,CONTRACTOR,POOL/SPA,5MD CONCRETE AND LANDSCAPE,SOLE PROPRIETOR,,MD CONCRETE AND LANDSCAPE,MARK DEVRIEND,3,,,,,,,604831,,Yes,604831,C-53 C-8 C-27,10/31.2018,,,,,,,,,138.8,138.8,0,mark@md-concrete.net,9263,EAGLE SPRINGS PLACE,,Roseville,CA,95747,9263 EAGLE SPRINGS PLACE,Roseville CA 95747,,,9263 EAGLE SPRINGS PLACE,Roseville,CA,95747,Yes,9263 EAGLE SPRINGS PLACE,Roseville,CA,95747,916-541-5094,000000009B10C540,1446106237,,JGM:1709110218095231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12587,Legacy Record,CONTRACTOR,ROOFING,BRAZIL QUALITY CONSTRUCTION,CORPORATION,,BRAZIL QUALITY CONSTRUCTION,MICHEAL BRAZIL,20,,,,,,,975579,,Yes,975579,B C-39,8/31/2020,,,,,,,,,422.4,422.4,0,vgarrett@brazilroofs.com,3871,SECURITY PARK DRIVE,,RANCHO CORDOVA,CA,95742,3871 SECURITY PARK DRIVE,RANCHO CORDOVA CA 95742,,,3871 SECURITY PARK DRIVE,RANCHO CORDOVA,CA,95742,Yes,3871 SECURITY PARK DRIVE,RANCHO CORDOVA,CA,95742,916-873-7663,000000009B10C87F,1460392878,,JGM:1709260822381220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12591,Legacy Record,CONTRACTOR,CONSTRUCTION,HONESTY FIRST ROOFING,SOLE PROPRIETOR,,HONESTY FIRST ROOFING,PEDRO MANDUGAN,2,,,,,,,1015616,,Yes,1015616,C39,6/30/2022,,,,,,,,,353.5,353.5,0,honestyfirstroofing@gmail.com,PO,BOX 114,,Knights Landing,CA,95645,PO BOX 114,Knights Landing CA 95645,,,PO BOX 114,Knights Landing,CA,95645,Yes,PO BOX 114,Knights Landing,CA,95645,530-908-6630,00000000B4BFAF04,1463346025,,JGM:1709270305384013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12597,Legacy Record,CONTRACTOR,CONSTRUCTION,"E.J.  REED CONSTRUCTION, LLC",LIMITED LIABILITY CORPORATION,,E.J. REED CONSTRUCTION,ELLIOT REED,5,1521,,,,,,993204,,NO,1044921,B GENERAL,9/30/2020,,,,,,,,,260.22,260.22,0,ejreed85@hotmail.com,1026,FLORIN RD #326,,SACRAMENTO,CA,95831,1026 FLORIN RD #326,SACRAMENTO CA 95831,,,1026 FLORIN RD #326,SACRAMENTO,CA,95831,Yes,1026 FLORIN RD #326,SACRAMENTO,CA,95831,916-806-9383,000000009B10CE22,1468945807,,JGM:1710030338521666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12599,Legacy Record,CONTRACTOR,CONSTRUCTION,FURGERSON CONSTRUCTION,SOLE PROPRIETOR,,FURGERSON CONSTRUCTION,KEN FURGERSON,1,,,,,,,509572,,Yes,509572,B,5/31/2018,,,,,,,,,260.22,260.22,0,kfurgerson@comcast.net,6436,CHELTENHAM WAY,,"Citrus Heights,",CA,95621,6436 CHELTENHAM WAY,"Citrus Heights, CA 95621",,,6436 CHELTENHAM WAY,"Citrus Heights,",CA,95621,Yes,6436 CHELTENHAM WAY,"Citrus Heights,",CA,95621,916-390-0728,000000009B10CF01,1472369321,,JGM:1710060807334406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12614,Legacy Record,CONTRACTOR,CONSTRUCTION,AIR TECH HVAC INC,CORPORATION,,AIR TECH HVAC INC,MATT BARBER,20,,,,,,,955202,,Yes,955202,"B, C20, C46",12/31/2022,,,,,,,,,280.6,280.6,0,teamairtech@gmail.com,4961,WINDPLAY DR STE A,,"El Dorado,",CA,95762,4961 WINDPLAY DR STE A,"El Dorado, CA 95762",,,4961 WINDPLAY DR STE A,"El Dorado,",CA,95762,Yes,4961 WINDPLAY DR STE A,"El Dorado,",CA,95762,530-626-8501,00000000A6E245E2,1494192933,,JGM:1710270121264599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12620,Legacy Record,CONTRACTOR,COMMERCIAL,AWAL CONSTRUCTION Advanced Wireless & Lo,CORPORATION,,AWAL CONSTRUCTION,RUSSELL ALM,15,1623,,,,,(8/20/2019 1:55 PM AY)aka: Advanced Wireless & Logistics,1002720,,Yes,1002720,B,4/30/2021,,,,,,,,,329.12,329.12,0,russ.alm@awal-inc.com,1707,Hidden Circle,,"Shingle Springs,",CA,95682,1707 Hidden Circle,"Shingle Springs, CA 95682",,,1707 HIDDEN CIRCLE,"Shingle Springs,",CA,95682,Yes,1707 Hidden Circle,"Shingle Springs,",CA,95682,916-807-4287,000000009E371BB0,1506479318,,JGM:1711090808554376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12626,Legacy Record,CONTRACTOR,PLUMBING,ADVANCED PLUMBING,CORPORATION,,,KISHORE KUMAR,,,,,,,,968752,,Yes,968752,C-36,12/31/2017,,,,,,,,,187.32,187.32,0,plumberchris916@gmail.com,3229,ELKHORN BLVD #5,,North Highlands,CA,95660,3229 ELKHORN BLVD #5,North Highlands CA 95660,,,6825 22 STREET,"RIO LINDA,",CA,95673,No,3229 ELKHORN BLVD #5,North Highlands,CA,95660,916-969-4083,000000009B2D5C4D,1521436827,,JGM:1711290120261034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12634,Legacy Record,CONTRACTOR,PLUMBING,ELITE PLUMBING & REMODELING,CORPORATION,,ELITE PLUMBING & REMODELING,JUVENTINO FRANCISCO  ACOSTA,,1521,,,,,,903407,,NO,1026128,B     C36,4/30/2023,,,,,,,,,437.24,367.52,69.72,epr@elite-plumbing.net,8190,MADRONE STREET,,ELVERTA,CA,95626,8190 MADRONE STREET,ELVERTA CA 95626,,,8190 MADRONE STREET,ELVERTA,CA,95626,Yes,8190 MADRONE STREET,ELVERTA,CA,95626,916-991-1207,00000000B4A686E4,1532133475,,JGM:1712130124551176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12637,Legacy Record,CONTRACTOR,PLUMBING,Advanced Plumbing Heating & Air,SOLE PROPRIETOR,,,DAN FONTAINE,5,,,,,,,846530,,Yes,846530,,9/30/2018,,,,,,,,,187.32,187.32,0,support@solanoplumber.com,38A,COMMERCE PLACE,,Vacavile,CA,95687,38A COMMERCE PLACE,Vacavile CA 95687,,,38A COMMERCE PLACE,Vacavile,CA,95687,Yes,38A COMMERCE PLACE,Vacavile,CA,95687,707-446-1800,000000009B2D5D4C,1537646586,,JGM:1712190207545751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12644,Legacy Record,CONTRACTOR,POOL/SPA,SAGE POOLS,CORPORATION,,,SHAWN SAGE,,,,,,,,919493,,Yes,919493,C-53,7/31/2018,,,,,,,,,141.8,141.8,0,shawn@sagepoolsinc.com,10471,GRANT LINE ROAD,,Elk Grove,CA,95624,10471 GRANT LINE ROAD,Elk Grove CA 95624,,,10471 GRANT LINE ROAD,"Elk Grove,",CA,95624,Yes,10471 GRANT LINE ROAD,"Elk Grove,",CA,95624,916-479-3988,000000009B2D5E5D,1554589610,,JGM:1801170131208360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12650,Legacy Record,CONTRACTOR,SOLAR/PV,VENTURE SOLAR ENERGY INC,CORPORATION,,,ANTHONY GALU,,,,,,,,1022147,,Yes,1022147,C-10,12/31/2018,,,,,,,,,141.8,141.8,0,admin@venturesolarenergy.com,1220,MELODY LN SUITE 140,,Roseville,CA,95678,1220 MELODY LN SUITE 140,Roseville CA 95678,,,1220 MELODY LN SUITE 140,Roseville,CA,95678,Yes,1220 MELODY LN SUITE 140,Roseville,CA,95678,916-836-3933,000000009B2E6962,1564995226,,JGM:1801291216048823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12652,Legacy Record,CONTRACTOR,CONSTRUCTION,SMP CONSTRUCTION  MAINTENANCE INC.,CORPORATION,,,MARK PHELPS,,,,,,,,973851,,Yes,973851,B,6/20/2018,,,,,,,,,283.6,283.6,0,brittnayacosta@frofca.com,1813,RUTAN DR.,,Livermore,CA,94551,1813 RUTAN DR.,Livermore CA 94551,,,1813 RUTAN DR.,Livermore,CA,94551,Yes,1813 RUTAN DR.,Livermore,CA,94551,925-961-9012,000000009B6F1DBB,1572050911,,JGM:1802061038416303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12655,Legacy Record,CONTRACTOR,CONSTRUCTION,ALWAYS AFFORDABLE PLUMBING,CORPORATION,,,NATHAN BRANDON,16,,,,,,,1003782,,Yes,1003782,C-36,5/31/2019,,,,,,,,,190.32,190.32,0,sales@alwaysafordableplumbing.com,5940,ROSEBUD LANE,,SACRAMENTO,CA,95841,5940 ROSEBUD LANE,SACRAMENTO CA 95841,,,PO BOX 417441,SACRAMENTO,CA,95841,No,5940 ROSEBUD LANE,SACRAMEN TO Q,,95841,916-970-0027,000000009B6F1E80,1584145953,,JGM:1802210128409781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12658,Legacy Record,CONTRACTOR,SOLAR/PV,SUNFINITY SOLAR,SOLE PROPRIETOR,,SUNFINITY SOLAR,BRADY GURR,,,,,,,,1013931,,Yes,1013931,C-10,5/31/2020,,,,,,,,,283.6,283.6,0,jmunoz@sunfinityre.com,1430,Blueoaks Blvd.,#220,"Roseville,",CA,95747,1430 Blueoaks Blvd. #220,"Roseville, CA 95747",,,1430 Blueoaks Blvd. #220,"Roseville,",CA,95747,Yes,1430 Blueoaks Blvd. #220,"Roseville,",CA,95747,916-836-8150,000000009B6F1F19,1591368246,,JGM:1803011028336415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12663,Legacy Record,CONTRACTOR,ROOFING,SHOWTIME ROOFING & REMODELING,SOLE PROPRIETOR,,,MARK DAVIS,,,,,,,,932017,,Yes,932017,C-39 C-2 B,4/30/2019,,,,,,,,,141.8,141.8,0,mark@showtimeroofing.com,941,Washington Blvd Suite 303,,Roseville,CA,95678,941 Washington Blvd Suite 303,Roseville CA 95678,,,941 Washington Blvd Suite 303,Roseville,CA,95678,Yes,941 Washington Blvd Suite 303,Roseville,CA,95678,916-770-0654,000000009B6FD280,1594780876,,JGM:1803061134330821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12667,Legacy Record,CONTRACTOR,CONSTRUCTION,BISCOS CONSTRUCTION,SOLE PROPRIETOR,,,TRAIAN BISCOS,,,,,,,,616617,,Yes,616617,C33  B  C13,3/31/2019,,,,,,,,,141.8,141.8,0,,6900,WEST CONSTRUCTION,,"RIO LINDA,",CA,95673,6900 WEST CONSTRUCTION,"RIO LINDA, CA 95673",,,6900 WEST CONSTRUCTION,"RIO LINDA,",CA,95673,Yes,6900 WEST CONSTRUCTION,"RIO LINDA,",CA,95673,916-899-9708,000000009B6FEC65,1597706607,,JGM:1803080241284492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12668,Legacy Record,CONTRACTOR,CONSTRUCTION,MAJEWSKI CONSTRUCTION,SOLE PROPRIETOR,,MAJEWSKI CONSTRUCTION,JIM MAJESKI,,1521,,,,,,648848,,Yes,648848,B,4/30/2020,,,,,,,,,283.6,283.6,0,jimmajewski43@gmail.com,1311,RIDGEWOOD DRIVE,,Esparto,CA,95672,1311 RIDGEWOOD DRIVE,Esparto CA 95672,,,1311 RIDGEWOOD DRIVE,Esparto,CA,95672,Yes,1311 RIDGEWOOD DRIVE,Esparto,CA,95672,916-715-5721,000000009B700407,1597804209,,JGM:1803080339564700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12672,Legacy Record,CONTRACTOR,CONSTRUCTION,SUNSTONE HOME SERVICES,CORPORATION,,,SCOTT MANLY,,,,,,,,1019341,,Yes,1019341,B,10/31/2018,,,,,,,,,283.6,283.6,0,,3039,KILGORE RD. SUITE 110,,GOLD RIVER,CA,95670,3039 KILGORE RD. SUITE 110,GOLD RIVER CA 95670,,,3039 KILGORE RD. SUITE 110,GOLD RIVER,CA,95670,Yes,3039 KILGORE RD. SUITE 110,GOLD RIVER,CA,95670,916-426-6108,000000009B7004E5,1600677617,,JGM:1803130203538518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12674,Legacy Record,CONTRACTOR,CONSTRUCTION,AAA CONSTRUCTION SERVICES,PARTNERSHIP,,,ANTHONY CIRLING,,,,,,,,921115,,Yes,921115,B C-47,8/31/2018,,,,,,,,,283.6,283.6,0,aaaconstructionservices23@gmail.com,5851,FLORIN PERKINS ROAD,,Sacramento,CA,95828,5851 FLORIN PERKINS ROAD,Sacramento CA 95828,,,5851 FLORIN PERKINS ROAD,Sacramento,CA,95828,Yes,5851 FLORIN PERKINS ROAD,Sacramento,CA,95828,916-383-8831,000000009B7005A2,1602732267,,JGM:1803151047290722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12682,Legacy Record,CONTRACTOR,COMMERCIAL,WEBER GENERAL ENGINEERING,SOLE PROPRIETOR,,,BRYAN WEBER,1,8711,,,,,,996118,,Yes,996118,A-GENERAL,8/31/2018,,,,,,,,,425.4,425.4,0,bryan@goweber.us,9110,WINTERS RD,,Winters,CA,95694,9110 WINTERS RD,Winters CA 95694,,,2010 HARBISON DR # 323,VACAVILLE,CA,95687,No,9110 WINTERS RD,Winters,CA,95694,530-795-1800,000000009B700792,1611212594,,JGM:1803261107332039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12685,Legacy Record,CONTRACTOR,LANDSCAPING,GARRETT LANDSCAPE CONSTRUCTION,CORPORATION,,,DAN GARRETT,,,,,,,,12685,,NO,421370,C27,1/31/2019,,,,,,,,,141.8,141.8,0,garrettlrock@sbc.net,2212 REGIS,DRIVE,,El Macero,CA,95618,2212 REGIS DRIVE,El Macero CA 95618,,,2212 REGIS DRIVE,El Macero,CA,95618,Yes,2212 REGIS DRIVE,El Macero,CA,95618,530-574-1930,000000009B70096B,1613551591,,JGM:1803280106025653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12691,Legacy Record,CONTRACTOR,SOLAR/PV,AMERICAN ARRAY SOLAR INC.,CORPORATION,,,ASHRAF,10,,,,,,,993467,,Yes,993467,C10 C39,6/30/2018,,,,,,,,,141.8,141.8,0,permits@americanarray.com,3151,INDEPENDENCE DRIVE,,Livermore,CA,94551,3151 INDEPENDENCE DRIVE,Livermore CA 94551,,,3151 INDEPENDENCE DRIVE,Livermore,CA,94551,Yes,3151 INDEPENDENCE DRIVE,Livermore,CA,94551,925-453-6913,000000009B703A74,1623291367,,JGM:1804101009255954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12692,Legacy Record,CONTRACTOR,CONSTRUCTION,CAW DEVELOPMENT,CORPORATION,,,CHRIS WILLIAMS,,,,,,,,1026747,,Yes,1026747,B,5/31/2019,,,,,,,,,141.8,141.8,0,cwilliams@s360services.com,417,MACE BLVD SUITE J # 115,,El Macero,CA,95618,417 MACE BLVD SUITE J # 115,El Macero CA 95618,,,417 MACE BLVD SUITE J # 115,El Macero,CA,95618,Yes,417 MACE BLVD SUITE J # 115,El Macero,CA,95618,530-304-0419,000000009B703AC2,1624601672,,JGM:1804110911417072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12698,Legacy Record,CONTRACTOR,SOLAR/PV,LAIBACH SOLAR,CORPORATION,,,LAIBACH SOLAR LLC,3,1742,,,,,,1001369,,Yes,1001369,"B, C46, C10",2/28/2021,,,,,,,,,287.36,287.36,0,info@laibachsolar.com,5170,GOLDEN FOOTHILL PARKWAY,,EL DORADO HILLS,CA,95762,5170 GOLDEN FOOTHILL PARKWAY,EL DORADO HILLS CA 95762,,,5170 GOLDEN FOOTHILL PARKWAY,EL DORADO HILLS,CA,95762,Yes,5170 GOLDEN FOOTHILL PARKWAY,"El Dorado,",CA,95762,530-388-5536,00000000A6E24A1D,1630287483,,JGM:1804170315553651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12704,Legacy Record,CONTRACTOR,ELECTRICAL,PRITCHARD  ELECTRIC COMPANY,SOLE PROPRIETOR,,,JEFF PRITCHARD,3,,,,,,,679599,,Yes,679599,C-10,5/31/2019,,,,,,,,,141.8,141.8,0,jeffpritchard1022@gmail.com,6849,SUTTER AVE,,"Sutter,",CA,95982,6849 SUTTER AVE,"Sutter, CA 95982",,,6849 SUTTER AVE,"Sutter,",CA,95982,Yes,6849 SUTTER AVE,"Sutter,",CA,95982,530-701-1022,000000009B71B5A6,1636218799,,JGM:1804240249009645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12711,Legacy Record,CONTRACTOR,RESIDENTIAL,"ALL RITE ROOFING, INC",CORPORATION,,,JOHN DONENFELD,,,,,,,,714523,,NO,,,,,,,,,,,,141.8,141.8,0,allriteroofinginc@yahoo.com,3020,Industrial Dr. Suite A,,"Yuba City,",CA,95993,3020 Industrial Dr. Suite A,"Yuba City, CA 95993",,,3020 Industrial Dr. Suite A,"Yuba City,",CA,95993,Yes,3020 Industrial Dr. Suite A,"Yuba City,",CA,95993,530-749-7483,000000009B75FEE1,1648536940,,JGM:1805080957194972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12720,Legacy Record,CONTRACTOR,,,,,,,,,,,,,,,,Yes,677466,B C61 D03,9/30/2019,,,,,,,,,0,,0,,,,,,,,,,,,500 GIUSEPPE COURT SUITE 1,Roseville,CA,95678,No,,,,,,00000000737894AA,1656122457,,JGM:1805180922505582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12730,Legacy Record,CONTRACTOR,CONSTRUCTION,JENSON MECHANICAL INC.,CORPORATION,,,GREG JENSON,,1541,,,,,,661303,,Yes,661303,"B, C20",12/31/2022,,,,,,,,,287.36,287.36,0,gjjenson@jmech.com,,PO BOX 1006,,Tracy,CA,95378,PO BOX 1006,Tracy CA 95378,,,PO BOX 1006,Tracy,CA,95378,Yes,PO BOX 1006,Tracy,CA,95378,510-429-8078,00000000A6E24F30,1689559610,,JGM:1806080227420643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12732,Legacy Record,CONTRACTOR,CONSTRUCTION,L G CONSTRUCTION,SOLE PROPRIETOR,,,LUIS ALBERTO GARCIA,,,,,,,,12732,,NO,1011067,B,2/29/2020,,,,,,,,,141.8,141.8,0,lgconstruction80@gmail.com,15283,CANA PINE CREEK ROAD,,Chico,CA,95973,15283 CANA PINE CREEK ROAD,Chico CA 95973,,,15283 CANA PINE CREEK ROAD,Chico,CA,95973,Yes,15283 CANA PINE CREEK ROAD,Chico,CA,95973,530-354-2806,000000009B760480,1702111950,,JGM:1806211031513506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12735,Legacy Record,CONTRACTOR,CONSTRUCTION,SUMMIT COMM INC.,CORPORATION,,,JOSHUA MORALES,,,,,,,,12735,,NO,980016,B,1/31/2019,,,,,,,,,141.8,141.8,0,joshua.morales@summitcom.net,4092,CINCINNATI AVE,,"Rocklin,",CA,95765,4092 CINCINNATI AVE,"Rocklin, CA 95765",,,4092 CINCINNATI AVE,"Rocklin,",CA,95765,Yes,4092 CINCINNATI AVE,"Rocklin,",CA,95765,916-663-8546,000000009B7605BA,1708682676,,JGM:1806280118070082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12747,Legacy Record,CONTRACTOR,ROOFING,CREATIVE ROOFING,SOLE PROPRIETOR,,,DAVID RIGGS,3,,,,,,,12747,,NO,438395,"C39, B",4/30/2019,,,,,,,,,141.8,141.8,0,driggs1067@aol.com,1020,TABER STREET,,WEST SACRAMENTO,CA,95605,1020 TABER STREET,WEST SACRAMENTO CA 95605,,,1020 TABER STREET,WEST SACRAMENTO,CA,95605,Yes,1020 TABER STREET,WEST SACRAMENTO,CA,95605,916-372-8728,000000009B7609E9,1727954806,,JGM:1807250140582011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
